
-7497Arduino with HC-05 is ready, 0
52, 0
-74787.69, 0
-74822.42, 0
-74851.99, 0
-74873.65, 0
-74904.54, 0
-74920.55, 0
-74912.82, 0
-74887.60, 0
-74846.81, 0
-74812.24, 0
-74762.38, 0
-74692.48, 0
-74611.25, 0
-74523.76, 0
-74452.34, 0
-74379.11, 0
-74297.84, 0
-74217.65, 0
-74144.33, 0
-74099.65, 0
-74064.67, 0
-74042.47, 0
-74043.05, 0
-74074.13, 0
-74156.78, 0
-74269.00, 0
-74402.99, 0
-74549.60, 0
-74696.45, 0
-74852.06, 0
-74983.09, 0
-75078.61, 0
-75152.10, 0
-75213.95, 0
-75280.91, 0
-75335.61, 0
-75374.95, 0
-75398.43, 0
-75401.64, 0
-75395.19, 0
-75366.28, 0
-75325.65, 0
-75284.02, 0
-75248.44, 0
-75239.14, 0
-75243.13, 0
-75258.51, 0
-75276.87, 0
-75285.43, 0
-75289.97, 0
-75274.95, 0
-75249.41, 0
-75221.25, 0
-75190.00, 0
-75178.60, 0
-75186.75, 0
-75222.50, 0
-75280.24, 0
-75341.86, 0
-75405.94, 0
-75444.26, 0
-75459.82, 0
-75456.14, 0
-75434.92, 0
-75420.75, 0
-75414.24, 0
-75429.78, 0
-75466.97, 0
-75506.24, 0
-75541.89, 0
-75542.64, 0
-75511.31, 0
-75456.64, 0
-75391.84, 0
-75347.33, 0
-75325.63, 0
-75337.21, 0
-75375.71, 0
-75419.08, 0
-75464.25, 0
-75485.92, 0
-75490.55, 0
-75487.29, 0
-75488.59, 0
-75515.99, 0
-75554.49, 0
-75604.85, 0
-75655.20, 0
-75692.24, 0
-75721.88, 0
-75729.89, 0
-75732.25, 0
-75739.55, 0
-75749.10, 0
-75765.17, 0
-75747.50, 0
-75672.25, 0
-75514.13, 0
-75257.86, 0
-74927.57, 0
-74530.36, 0
-74110.26, 0
-73716.25, 0
-73394.72, 0
-73182.55, 0
-73068.15, 0
-73049.60, 0
-73103.57, 0
-73199.78, 0
-73324.38, 0
-73435.93, 0
-73531.60, 0
-73610.60, 0
-73673.91, 0
-73737.58, 0
-73786.96, 0
-73833.27, 0
-73876.74, 0
-73920.42, 0
-73978.43, 0
-74032.18, 0
-74089.41, 0
-74148.11, 0
-74212.60, 0
-74294.78, 0
-74373.63, 0
-74452.32, 0
-74527.06, 0
-74595.95, 0
-74669.43, 0
-74732.90, 0
-74798.07, 0
-74863.08, 0
-74930.63, 0
-75009.68, 0
-75071.48, 0
-75111.09, 0
-75124.80, 0
-75114.46, 0
-75095.79, 0
-75062.65, 0
-75034.60, 0
-75018.82, 0
-75024.25, 0
-75057.59, 0
-75090.76, 0
-75116.71, 0
-75121.17, 0
-75093.45, 0
-75057.46, 0
-75026.64, 0
-75029.76, 0
-75055.35, 0
-75084.23, 0
-75116.02, 0
-75126.96, 0
-75126.22, 0
-75111.86, 0
-75092.43, 0
-75104.14, 0
-75151.60, 0
-75251.27, 0
-75374.59, 0
-75478.60, 0
-75553.05, 0
-75577.18, 0
-75560.21, 0
-75497.18, 0
-75393.78, 0
-75280.33, 0
-75163.44, 0
-75063.18, 0
-74964.97, 0
-74849.29, 0
-74722.75, 0
-74580.48, 0
-74451.37, 0
-74339.05, 0
-74243.16, 0
-74181.50, 0
-74148.04, 0
-74146.95, 0
-74154.53, 0
-74169.11, 0
-74199.55, 0
-74219.11, 0
-74239.23, 0
-74268.12, 0
-74314.71, 0
-74386.57, 0
-74459.00, 0
-74530.41, 0
-74586.80, 0
-74631.45, 0
-74678.48, 0
-74716.59, 0
-74764.51, 0
-74826.27, 0
-74904.38, 0
-74998.50, 0
-75071.22, 0
-75114.42, 0
-75110.99, 0
-75061.77, 0
-74985.86, 0
-74884.32, 0
-74793.10, 0
-74735.20, 0
-74726.75, 0
-74778.81, 0
-74859.44, 0
-74952.07, 0
-75021.79, 0
-75053.59, 0
-75050.40, 0
-74997.68, 0
-74921.21, 0
-74839.81, 0
-74782.48, 0
-74773.30, 0
-74799.36, 0
-74855.32, 0
-74908.24, 0
-74934.03, 0
-74924.73, 0
-74862.54, 0
-74772.17, 0
-74671.97, 0
-74597.11, 0
-74575.27, 0
-74585.10, 0
-74619.84, 0
-74645.06, 0
-74632.28, 0
-74574.84, 0
-74473.36, 0
-74373.86, 0
-74312.76, 0
-74330.96, 0
-74452.35, 0
-74640.55, 0
-74856.98, 0
-75038.63, 0
-75145.31, 0
-75162.07, 0
-75081.77, 0
-74948.50, 0
-74800.06, 0
-74681.84, 0
-74625.43, 0
-74614.50, 0
-74642.89, 0
-74682.22, 0
-74725.99, 0
-74779.99, 0
-74829.66, 0
-74884.75, 0
-74931.17, 0
-74958.70, 0
-74959.21, 0
-74909.57, 0
-74825.93, 0
-74718.29, 0
-74620.47, 0
-74562.08, 0
-74536.44, 0
-74547.30, 0
-74568.17, 0
-74583.25, 0
-74587.77, 0
-74571.28, 0
-74564.68, 0
-74579.29, 0
-74632.21, 0
-74726.31, 0
-74828.21, 0
-74918.70, 0
-74964.89, 0
-74970.60, 0
-74955.88, 0
-74921.79, 0
-74900.43, 0
-74907.53, 0
-74958.82, 0
-75039.16, 0
-75087.40, 0
-75088.86, 0
-75040.85, 0
-74976.51, 0
-74925.58, 0
-74881.13, 0
-74862.37, 0
-74871.59, 0
-74918.98, 0
-74994.23, 0
-75051.27, 0
-75089.35, 0
-75107.66, 0
-75127.71, 0
-75153.05, 0
-75153.01, 0
-75132.67, 0
-75093.29, 0
-75061.58, 0
-75052.34, 0
-75038.97, 0
-75028.34, 0
-75020.37, 0
-75030.54, 0
-75050.50, 0
-75034.38, 0
-74984.22, 0
-74912.94, 0
-74854.13, 0
-74811.97, 0
-74773.62, 0
-74756.81, 0
-74747.01, 0
-74749.27, 0
-74768.75, 0
-74785.01, 0
-74800.12, 0
-74801.50, 0
-74797.56, 0
-74795.24, 0
-74784.86, 0
-74784.53, 0
-74796.55, 0
-74834.96, 0
-74901.38, 0
-74972.06, 0
-75043.08, 0
-75089.27, 0
-75111.78, 0
-75117.36, 0
-75103.49, 0
-75093.70, 0
-75085.33, 0
-75089.89, 0
-75109.85, 0
-75120.52, 0
-75120.09, 0
-75095.95, 0
-75060.59, 0
-75025.68, 0
-74993.50, 0
-74987.04, 0
-74996.31, 0
-75027.40, 0
-75072.01, 0
-75104.45, 0
-75127.29, 0
-75129.08, 0
-75122.21, 0
-75115.43, 0
-75097.80, 0
-75078.13, 0
-75042.67, 0
-74995.10, 0
-74933.22, 0
-74853.73, 0
-74780.61, 0
-74714.82, 0
-74674.11, 0
-74663.44, 0
-74664.29, 0
-74678.94, 0
-74686.45, 0
-74691.09, 0
-74697.49, 0
-74702.72, 0
-74729.30, 0
-74767.88, 0
-74818.49, 0
-74867.55, 0
-74888.19, 0
-74880.30, 0
-74834.84, 0
-74770.67, 0
-74709.81, 0
-74656.99, 0
-74637.21, 0
-74642.76, 0
-74677.50, 0
-74733.08, 0
-74786.14, 0
-74839.49, 0
-74876.19, 0
-74902.78, 0
-74919.51, 0
-74915.60, 0
-74903.60, 0
-74875.00, 0
-74849.39, 0
-74834.24, 0
-74830.30, 0
-74851.97, 0
-74883.63, 0
-74923.48, 0
-74959.06, 0
-74969.02, 0
-74959.28, 0
-74918.77, 0
-74867.94, 0
-74816.90, 0
-74768.39, 0
-74740.02, 0
-74719.15, 0
-74709.45, 0
